TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment,Comment_1,Comment_2
,350164191,Cloak of Anguish,,,,,5343,5343
,350229728,Eldritch Shielding,,,,,5344,5344
,350295265,Eldritch Unbinding,,,,,5345,5345
,350360802,Eldritch Fortification,,,,,5346,5346
,350426339,Gelebron Area Effect Remover,,,,,5347,5347
,350491876,Exalted Aura,,,,,5348,5348
,350557413,Branwens Blessing,,,,,5349,5349
,350622950,Croms Malice,,,,,5350,5350
,350688487,Withering Flames,,,,,5351,5351
,350754024,Wyldgrove Strike,,,,,5352,5352
,350819561,Wyldgrove Guard,,,,,5353,5353
,350885098,Wyldgrove Agility,,,,,5354,5354
,350950635,Wyldgrove Spite,,,,,5355,5355
,351016172,Wyldshrine Strike,,,,,5356,5356
,351081709,Wyldshrine Guard,,,,,5357,5357
,351147246,Wyldshrine Agility,,,,,5358,5358
,351212783,Wyldshrine Spite,,,,,5359,5359
,351278320,Pleasant Aria,,,,,5360,5360
,351343857,Floral Aria,,,,,5361,5361
,351409394,Warming Aria,,,,,5362,5362
,351474931,Blooming Aria,,,,,5363,5363
,351540468,Inspiring Aria,,,,,5364,5364
,351606005,Bright Aria,,,,,5365,5365
,351671542,Eagle Mount Movement Boost,,,,,5366,5366
,351737079,Eagle Mount Camouflage Boost,,,,,5367,5367
,351802616,Eagle Glider Energy Regen,,,,,5368,5368
,351868153,Eagle Glider Health Regen,,,,,5369,5369
,351933690,Cloak of the Hunter,,,,,5370,5370
,351999227,Gelebron Eye Freeze Attack,,,,,5371,5371
,352064764,Gelebron Eye Energy Drain,,,,,5372,5372
,352130301,GameEffect Test 1,,,,,5373,5373
,352195838,GameEffect Test 2,,,,,5374,5374
,352261375,GameEffect Test 3,,,,,5375,5375
,352261376,GameEffect Test 3,,,,,5375,5376
,352457986,Summer2015 Boss Fire State,,,,,5378,5378
,352523523,Summer2015 Boss Ice State,,,,,5379,5379
,352589060,Summer2015 Boss Magic State,,,,,5380,5380
,352654597,Summer2015 Boss Poison State,,,,,5381,5381
,352720134,Summer2015 Boss AoE Debuff,,,,,5382,5382
,352785671,Ballad of Foresight,,,,,5383,5383
,352851208,Ballad of Insight,,,,,5384,5384
,352916745,Ballad of Prowess,,,,,5385,5385
,352982282,Ballad of Vision,,,,,5386,5386
,353047819,Skyglass Sunlight,,,,,5387,5387
,353113356,Skyglass Moonlight,,,,,5388,5388
,353178893,Skyglass Starlight,,,,,5389,5389
,353244430,Skyglass Twilight,,,,,5390,5390
,353309967,Skyprism Sunlight,,,,,5391,5391
,353375504,Skyprism Moonlight,,,,,5392,5392
,353441041,Skyprism Starlight,,,,,5393,5393
,353506578,Skyprism Twilight,,,,,5394,5394
,353572115,Skyglass Radiance,,,,,5395,5395
,353637652,Skyglass Splendor,,,,,5396,5396
,353703189,Skyglass Glory,,,,,5397,5397
,353768726,Skyglass Ascension,,,,,5398,5398
,353834263,Skyprism Radiance,,,,,5399,5399
,353899800,Skyprism Splendor,,,,,5400,5400
,353965337,Skyprism Glory,,,,,5401,5401
,354030874,Skyprism Ascension,,,,,5402,5402
,354096411,Skyglass Zenith,,,,,5403,5403
,354161948,Skyglass Meridian,,,,,5404,5404
,354227485,Skyprism Zenith,,,,,5405,5405
,354293022,Skyprism Meridian,,,,,5406,5406
,354751781,Summer2015 Mount Health Regen,,,,,5413,5413
,354817318,Summer2015 Mount Energy Regen,,,,,5414,5414
,354882855,Aeons Wrath,,,,,5415,5415
,354948392,Summer2015 Mount Skill,,,,,5416,5416
,355013929,Summer2015 Mount Speed Boost,,,,,5417,5417
,355079466,Summer2015 Mount Camou Boost,,,,,5418,5418
,355145003,Summer2015 Cape Speed Boost,,,,,5419,5419
,355210540,Summer2015 Cape Camou Boost,,,,,5420,5420
,355276077,Summer2015 Horse Move Boost,,,,,5421,5421
,355341614,Summer2015 Horse Bonus 1,,,,,5422,5422
,355407151,Summer2015 Horse Bonus 2,,,,,5423,5423
,355472688,Summer2015 Horse Bonus 3,,,,,5424,5424
,355538225,Growth Potion Block,,,,,5425,5425
,355603762,Growth Elixir Block,,,,,5426,5426
,355669299,Growth Perm Block,,,,,5427,5427
,355734836,Shrink Potion Block,,,,,5428,5428
,355800373,Shrink Elixir Block,,,,,5429,5429
,355865910,Shrink Perm Block,,,,,5430,5430
,355931447,Ballad of Foresight,,,,,5431,5431
,355996984,Ballad of Insight,,,,,5432,5432
,356062521,Ballad of Prowess,,,,,5433,5433
,356128058,Ballad of Vision,,,,,5434,5434
,356193595,Regrowth,,,,,5435,5435
,356259132,Constricting Vines,,,,,5436,5436
,356324669,Mounted,,,,,5437,5437
,356390206,Companion Skill 1,,,,,5438,5438
,356455743,Companion Skill 2,,,,,5439,5439
,356521280,Companion Skill 3,,,,,5440,5440
,356586817,Companion Camouflage,,,,,5441,5441
,356652354,Companion Health Regen,,,,,5442,5442
,356717891,Companion Energy Regen,,,,,5443,5443
,356783428,Sparrow Companion,,,,,5444,5444
,356848965,Crow Companion,,,,,5445,5445
,356914502,Sparrowhawk Companion,,,,,5446,5446
,356980039,Stomp,,,,,5447,5447
,357045576,Soul Grasp,,,,,5448,5448
,357111113,Rend of Death,,,,,5449,5449
,357176650,Trampled,,,,,5450,5450
,357242187,Rune of Destruction,,,,,5451,5451
,357307724,Temp Immobile,,,,,5452,5452
,357373261,Doch Gul Warrior Aura,,,,,5453,5453
,357438798,Doch Gul Druid Aura,,,,,5454,5454
,357504335,Doch Gul Ranger Aura,,,,,5455,5455
,357569872,Doch Gul Mage Aura,,,,,5456,5456
,357635409,Doch Gul Rogue Aura,,,,,5457,5457
,357700946,Steed of Oblivion Health Regen,,,,,5458,5458
,357766483,Steed of Oblivion Energy Regen,,,,,5459,5459
,357832020,Shield of Vigilance,,,,,5460,5460
,357897557,Samhain2015 Stick Mount Movement Boost,,,,,5461,5461
,357963094,Samhain2015 Wing Mount Movement Boost,,,,,5462,5462
,358028631,Shield of Perception,,,,,5463,5463
,358094168,Shield of Gaze,,,,,5464,5464
,358159705,Samhain2015 Stick Mount Health Regen,,,,,5465,5465
,358225242,Samhain2015 Stick Mount Energy Regen,,,,,5466,5466
,358290779,Samhain2015 Wing Mount Health Regen,,,,,5467,5467
,358356316,Samhain2015 Wing Mount Energy Regen,,,,,5468,5468
,358421853,Samhain2015 Stick Mount Armour,,,,,5469,5469
,358487390,Samhain2015 Wing Mount Armour,,,,,5470,5470
,358552927,Glider of Oblivion,,,,,5471,5471
,358618464,Wings of Oblivion,,,,,5472,5472
,358684001,Carrion Claw,,,,,5473,5473
,358749538,Crowspine Skirr Camouflage,,,,,5474,5474
,358815075,Archfiend Wings Camouflage,,,,,5475,5475
,358946149,Dispel Alchemic Barrier,,,,,5477,5477
,359011686,Mephetic Malady,,,,,5478,5478
,359077223,Frozen,,,,,5479,5479
,359142760,Dark Mount,,,,,5480,5480
,359208297,Aberrant Barrier,,,,,5481,5481
,359273834,Impish Fire,,,,,5482,5482
,359404908,Arctic Chill,,,,,5484,5484
,359470445,Decay,,,,,5485,5485
,359535982,Fortify,,,,,5486,5486
,359601519,Replenish,,,,,5487,5487
,359667056,Chill,,,,,5488,5488
,359732593,Warmth,,,,,5489,5489
,359798130,Siphon,,,,,5490,5490
,359863667,Yule2015 Boss Decay Resist,,,,,5491,5491
,359929204,Cure-all,,,,,5492,5492
,359994741,Ula Armour Boost,,,,,5493,5493
,360060278,Nostrum Cure,,,,,5494,5494
,360125815,Leech,,,,,5495,5495
,360191352,Minor Reinforcement,,,,,5496,5496
,360256889,Lesser Reinforcement,,,,,5497,5497
,360322426,Mystic Reinforcement,,,,,5498,5498
,360387963,Greater Reinforcement,,,,,5499,5499
,360453500,Grand Reinforcement,,,,,5500,5500
,360519037,Mighty Reinforcement,,,,,5501,5501
,360584574,Majestic Reinforcement,,,,,5502,5502
,360650111,Royal Reinforcement,,,,,5503,5503
,360715648,Imperial Reinforcement,,,,,5504,5504
,360781185,Godly Reinforcement,,,,,5505,5505
,360846722,Minor Energisation,,,,,5506,5506
,360912259,Lesser Energisation,,,,,5507,5507
,360977796,Mystic Energisation,,,,,5508,5508
,361043333,Greater Energisation,,,,,5509,5509
,361108870,Grand Energisation,,,,,5510,5510
,361174407,Mighty Energisation,,,,,5511,5511
,361239944,Majestic Energisation,,,,,5512,5512
,361305481,Royal Energisation,,,,,5513,5513
,361371018,Imperial Energisation,,,,,5514,5514
,361436555,Godly Energisation,,,,,5515,5515
,361502092,Proteus Blast,,,,,5516,5516
,361567629,Proteus Double Attack,,,,,5517,5517
,361633166,Proteus Sweep Attack,,,,,5518,5518
,361698703,Proteus Aura 1,,,,,5519,5519
,361764240,Proteus Aura 2,,,,,5520,5520
,361829777,Proteus Aura 3,,,,,5521,5521
,361895314,Proteus Debuff Immunity,,,,,5522,5522
,361960851,Cranfir Steed Movement Boost,,,,,5523,5523
,362026388,Mounted Health Regen,,,,,5524,5524
,362091925,Mounted Energy Regen,,,,,5525,5525
,362157462,Flight of Replenishment,,,,,5526,5526
,362222999,Flight of Rejuvination,,,,,5527,5527
,362288536,Flight of Vitality,,,,,5528,5528
,362354073,Flight of Focus,,,,,5529,5529
,362419610,Flight of Guarding,,,,,5530,5530
,362485147,Cascade Wings Movement Boost,,,,,5531,5531
,362550684,Cranfir Steed Movement Boost,,,,,5532,5532
,362616221,Grovehawk Movement Boost,,,,,5533,5533
,362681758,Cascade Wings Health Regen,,,,,5534,5534
,362747295,Cascade Wings Energy Regen,,,,,5535,5535
,362812832,Grovehawk Camouflage Boost,,,,,5536,5536
,362878369,Grovehawk Armour Boost,,,,,5537,5537
,362943906,Cascade Wings Armour Boost,,,,,5538,5538
,363009443,Yule2015 Lux Skill 1,,,,,5539,5539
,363074980,Yule2015 Lux Skill 2,,,,,5540,5540
,363140517,Yule2015 Lux Skill 3,,,,,5541,5541
,363206054,Yule2015 Lux Skill 4,,,,,5542,5542
,363271591,Yule2015 Lux Aura 1,,,,,5543,5543
,363337128,Yule2015 Lux Aura 2,,,,,5544,5544
,363402665,Yule2015 Lux Aura 3,,,,,5545,5545
,363468202,Grovehawk Energy Regen,,,,,5546,5546
,363533739,Grovehawk Health Regen,,,,,5547,5547
,363599276,Cascade Wing Mount Camouflage Boost,,,,,5548,5548
,363664813,Soar,,,,,5549,5549
,363730350,Steely Scales,,,,,5550,5550
,363795887,Impenetrable,,,,,5551,5551
,363861424,Searing Rend,,,,,5552,5552
,363926961,Burning Ember,,,,,5553,5553
,363992498,Minor Reinforcement,,,,,5554,5554
,364058035,Lesser Reinforcement,,,,,5555,5555
,364123572,Mystic Reinforcement,,,,,5556,5556
,364189109,Greater Reinforcement,,,,,5557,5557
,364254646,Grand Reinforcement,,,,,5558,5558
,364320183,Mighty Reinforcement,,,,,5559,5559
,364385720,Majestic Reinforcement,,,,,5560,5560
,364451257,Royal Reinforcement,,,,,5561,5561
,364516794,Imperial Reinforcement,,,,,5562,5562
,364582331,Godly Reinforcement,,,,,5563,5563
,364647868,Minor Energisation,,,,,5564,5564
,364713405,Lesser Energisation,,,,,5565,5565
,364778942,Mystic Energisation,,,,,5566,5566
,364844479,Greater Energisation,,,,,5567,5567
,364910016,Grand Energisation,,,,,5568,5568
,364975553,Mighty Energisation,,,,,5569,5569
,365041090,Majestic Energisation,,,,,5570,5570
,365106627,Royal Energisation,,,,,5571,5571
,365172164,Imperial Energisation,,,,,5572,5572
,365237701,Godly Energisation,,,,,5573,5573
,365303238,Minor Reinforcement,,,,,5574,5574
,365368775,Lesser Reinforcement,,,,,5575,5575
,365434312,Mystic Reinforcement,,,,,5576,5576
,365499849,Greater Reinforcement,,,,,5577,5577
,365565386,Grand Reinforcement,,,,,5578,5578
,365630923,Mighty Reinforcement,,,,,5579,5579
,365696460,Majestic Reinforcement,,,,,5580,5580
,365761997,Royal Reinforcement,,,,,5581,5581
,365827534,Imperial Reinforcement,,,,,5582,5582
,365893071,Godly Reinforcement,,,,,5583,5583
,365958608,Lesser Crystal Defence,,,,,5584,5584
,366024145,Pure Crystal Defence,,,,,5585,5585
,366089682,Healing Balm,,,,,5586,5586
,366155219,Overwrite Test,,,,,5587,5587
,366220756,Dog Hungry,,,,,5588,5588
,366286293,Dog Fed,,,,,5589,5589
,366351830,Stalkers Strike,,,,,5590,5590
,366417367,Hunters Protection,,,,,5591,5591
,366482904,Trackers Farsight,,,,,5592,5592
,366548441,Trackers Farsight,,,,,5593,5593
,366613978,Trackers Farsight,,,,,5594,5594
,366679515,Poachers Defence,,,,,5595,5595
,366745052,Poachers Defence,,,,,5596,5596
,366810589,Poachers Defence,,,,,5597,5597
,366876126,Breath of Life,,,,,5598,5598
,366941663,Pet Crate 1,,,,,5599,5599
,366941664,Pet Crate 2,,,,,5599,5600
,367072737,Rabbit Hungry,,,,,5601,5601
,367138274,Rabbit Fed,,,,,5602,5602
,367203811,Ostara2016 Def Boost,,,,,5603,5603
,367269348,Ostara2016 Arm Boost,,,,,5604,5604
,367334885,Ostara2016 Att Boost,,,,,5605,5605
,367400422,Ostara2016 Haste Boost,,,,,5606,5606
,367465959,Ostara2016 Speed Boost,,,,,5607,5607
,367531496,Ostara2016 XP Boost,,,,,5608,5608
,367597033,Dog Skill,,,,,5609,5609
,367597034,Dog Skill 2,,,,,5609,5610
,367728107,Rabbit Skill,,,,,5611,5611
,367728108,Rabbit Skill 2,,,,,5611,5612
,367859181,Warthog Movement Boost,,,,,5613,5613
,367924718,Warthog Camouflage Boost,,,,,5614,5614
,367990255,Warthog Energy Regen,,,,,5615,5615
,368055792,Warthog Health Regen,,,,,5616,5616
,368121329,Razorback Cape Movement Boost,,,,,5617,5617
,368186866,Razorback Cape Camouflage Boost,,,,,5618,5618
,368252403,Razorback Cape Energy Regen,,,,,5619,5619
,368317940,Razorback Cape Health Regen,,,,,5620,5620
,368383477,Boar Movement Boost,,,,,5621,5621
,368449014,Boar Energy Regen,,,,,5622,5622
,368514551,Boar Health Regen,,,,,5623,5623
,368580088,Fehrahl Fyoori,,,,,5624,5624
,368645625,Canine Bite,,,,,5625,5625
,368711162,Natural Focus,,,,,5626,5626
,368776699,Creeping Death,,,,,5627,5627
,368842236,Otherworldly Protection,,,,,5628,5628
,368907773,Astral Projection,,,,,5629,5629
,368973310,Warrior T1 quest potion,,,,,5630,5630
,369038847,Warrior T2 quest potion,,,,,5631,5631
,369104384,Warrior T3 quest potion,,,,,5632,5632
,369169921,Rogue T1 quest potion,,,,,5633,5633
,369235458,Rogue T2 quest potion,,,,,5634,5634
,369300995,Rogue T3 quest potion,,,,,5635,5635
,369366532,Ranger T1 quest potion,,,,,5636,5636
,369432069,Ranger T2 quest potion,,,,,5637,5637
,369497606,Ranger T3 quest potion,,,,,5638,5638
,369563143,Mage T1 quest potion,,,,,5639,5639
,369628680,Mage T2 quest potion,,,,,5640,5640
,369694217,Mage T3 quest potion,,,,,5641,5641
,369759754,Druid T1 quest potion,,,,,5642,5642
,369825291,Druid T2 quest potion,,,,,5643,5643
,369890828,Druid T3 quest potion,,,,,5644,5644
,369956365,Poisoned Talons,,,,,5645,5645
,370087439,New Fed Dog,,,,,5647,5647
,370152976,Serpent Sting,,,,,5648,5648
,370218513,Antivenom,,,,,5649,5649
,370284050,Razor Arrow,,,,,5650,5650
,370349587,Charged Defence,,,,,5651,5651
,370415124,Blurred Blades,,,,,5652,5652
,370480661,Poisoned Vines,,,,,5653,5653
,370546198,Elemental Defence,,,,,5654,5654
,370611735,Cloak of Protection,,,,,5655,5655
,370677272,Slash,,,,,5656,5656
,370742809,Affliction,,,,,5657,5657
,370808346,Encumbrance,,,,,5658,5658
,370873883,Infused,,,,,5659,5659
,370939420,Spiritual Fury,,,,,5660,5660
,371004957,Venomstrike,,,,,5661,5661
,371070494,Razorclaw's Downfall,,,,,5662,5662
,371136031,Eviscerate,,,,,5663,5663
,371201568,Spiritual Shield,,,,,5664,5664
,371267105,Impervious,,,,,5665,5665
,371332642,Iron Defence,,,,,5666,5666
,371398179,Soul Drain,,,,,5667,5667
,371463716,Iron Barrier,,,,,5668,5668
,371529253,Char,,,,,5669,5669
,371594790,Penetrating Cold,,,,,5670,5670
,371660327,Enhanced Reflexes,,,,,5671,5671
,371725864,Glacial Defence Potion,,,,,5672,5672
,371791401,Foxglove Tonic,,,,,5673,5673
,371856938,Herring Pie,,,,,5674,5674
,371922475,Whiting Soup,,,,,5675,5675
,371988012,Flounder Fillet,,,,,5676,5676
,372053549,Smoked Mackerel,,,,,5677,5677
,372119086,Rudd Pie,,,,,5678,5678
,372184623,Barbel Soup,,,,,5679,5679
,372250160,Fried Carp,,,,,5680,5680
,372315697,Salted Pike,,,,,5681,5681
,372381234,Bream Quiche,,,,,5682,5682
,372446771,Trout Soup,,,,,5683,5683
,372512308,Catfish Steak,,,,,5684,5684
,372577845,Smoked Salmon,,,,,5685,5685
,372643382,Cavefish Pie,,,,,5686,5686
,372708919,Cullen Skink,,,,,5687,5687
,372774456,Plaice Fillet,,,,,5688,5688
,372839993,Smoked Eel,,,,,5689,5689
,372905530,Morthar Ray Pie,,,,,5690,5690
,372971067,Morthar Shark Soup,,,,,5691,5691
,373036604,Sturgeon Fillet,,,,,5692,5692
,373102141,Smoked Ray,,,,,5693,5693
,373167678,Eel Pie,,,,,5694,5694
,373233215,Dogfish Soup,,,,,5695,5695
,373298752,Gulper Eel Fillet,,,,,5696,5696
,373364289,Salted Angler,,,,,5697,5697
,373429826,Manta Ray Pie,,,,,5698,5698
,373495363,Bull Shark Soup,,,,,5699,5699
,373560900,Monkfish Fillet,,,,,5700,5700
,373626437,Jellied Eel,,,,,5701,5701
,373691974,Spinning Inferno,,,,,5702,5702
,373757511,Fury Swipe,,,,,5703,5703
,373823048,Mephetic Drain,,,,,5704,5704
,373888585,Unicorn Movement Boost,,,,,5705,5705
,373954122,Unicorn Camouflage Boost,,,,,5706,5706
,374019659,Unicorn Energy Regen,,,,,5707,5707
,374085196,Unicorn Health Regen,,,,,5708,5708
,374150733,Feral Protection,,,,,5709,5709
,374216270,Pet Wisp Skill,,,,,5710,5710
,374281807,Well Fed (Bear),,,,,5711,5711
,374347344,Well Fed (Spirit),,,,,5712,5712
,374412881,Hungry (Bear),,,,,5713,5713
,374478418,Hungry (Spirit),,,,,5714,5714
,374543955,Pet Wolf Skill,,,,,5715,5715
,374609492,Hungry (Wolf),,,,,5716,5716
,374675029,Well Fed (Wolf),,,,,5717,5717
,374740566,Concentration Regen,,,,,5718,5718
,374806103,Shoreline Broth,,,,,5719,5719
,374871640,Riverbank Broth,,,,,5720,5720
,374937177,Lakeside Broth,,,,,5721,5721
,375002714,Darkwater Broth,,,,,5722,5722
,375068251,Otherworldly Broth,,,,,5723,5723
,375133788,Deepsea Broth,,,,,5724,5724
,375199325,Magic Barrier,,,,,5725,5725
,375264862,Troubled Water,,,,,5726,5726
,375330399,Dive,,,,,5727,5727
,375395936,Troubled Water OVERWRITE,,,,,5728,5728
,375461473,Still Waters,,,,,5729,5729
,375527010,Chum,,,,,5730,5730
,375592547,Hungry (Spider),,,,,5731,5731
,375658084,Well Fed (Spider),,,,,5732,5732
,375723621,Hungry (Boar),,,,,5733,5733
,375789158,Well Fed (Boar),,,,,5734,5734
,375854695,BM Wolf Movement Boost,,,,,5735,5735
,375920232,BM Bear Movement Boost,,,,,5736,5736
,375985769,Fishing Prowess,,,,,5737,5737
,376051306,Call Mount,,,,,5738,5738
,376116843,Resiliance,,,,,5739,5739
,377558657,Friendly Buff 1,,,,,5761,5761
,377624194,Enemy Debuff 2,,,,,5762,5762
,377689731,Aura Self Friendly,,,,,5763,5763
,377755268,Aura Self Hostile,,,,,5764,5764
,377820805,Aura Target Friendly,,,,,5765,5765
,377886342,Aura Target Hostile,,,,,5766,5766
,377951879,Raging Current DoT,,,,,5767,5767
,378017416,Calm of Nodens,,,,,5768,5768
,378082953,Raging Current,,,,,5769,5769
,655435537,Relaxing Atmosphere,,,,,10001,10001
,655501074,Searing Heat,,,,,10002,10002
,655566611,Vile Sludge,,,,,10003,10003
,655632148,Eldritch Torment,,,,,10004,10004
,655697685,Eldritch Shackles,,,,,10005,10005
,655763222,Eldritch Corrosion,,,,,10006,10006
,1310805537,Curse of the Fallen,,,,,20001,20001
,1310871074,Resurrected,,,,,20002,20002
,1310936611,Enraged,,,,,20003,20003
,1311002148,DEV ONLY SPEED BOOST,,,,,20004,20004
,1311067685,TEST Ignite,,,,,20005,20005
,1311133222,Death Timer,,,,,20006,20006
,1311198759,Dismounted,,,,,20007,20007
,,,,,,,,
,,,,,,,,
,,,,,,,,
class,1,Warrior,,,,,,
,2,Druid,,,,,,
,3,Mage,,,,,,
,4,Ranger,,,,,,
,5,Rogue,,,,,,
,,,,,,,,
,,,,,,,,
equipment_sets,0,Dragon Armour Warrior,,,,,,
,1,Dragon Armour Druid,,,,,,
,2,Dragon Armour Ranger,,,,,,
,3,Dragon Armour Mage,,,,,,
,4,Dragon Armour Rogue,,,,,,
,5,Frozen Armour Warrior,,,,,,
,6,Frozen Armour Ranger,,,,,,
,7,Frozen Armour Rogue,,,,,,
,8,Frozen Armour Druid,,,,,,
,9,Frozen Armour Mage,,,,,,
,10,Meteor Armour Warrior,,,,,,
,11,Meteor Armour Ranger,,,,,,
,12,Meteor Armour Rogue,,,,,,
,13,Meteor Armour Druid,,,,,,
,14,Meteor Armour Mage,,,,,,
,15,Warden Armour Warrior,,,,,,
,16,Warden Armour Ranger,,,,,,
,17,Warden Armour Rogue,,,,,,
,18,Warden Armour Druid,,,,,,
,19,Warden Armour Mage,,,,,,
,20,Summer2014 Tier1 Set1,,,,,,
,21,Summer2014 Tier1 Set2,,,,,,
,22,Summer2014 Tier1 Set3,,,,,,
,23,Summer2014 Tier1 Set4,,,,,,
,24,Summer2014 Tier1 Set5,,,,,,
,25,Summer2014 Tier2 Set1,,,,,,
,26,Summer2014 Tier2 Set2,,,,,,
,27,Summer2014 Tier2 Set3,,,,,,
,28,Summer2014 Tier2 Set4,,,,,,
,29,Summer2014 Tier2 Set5,,,,,,
,30,Summer2014 Tier3 Set1,,,,,,
,31,Summer2014 Tier3 Set2,,,,,,
,32,Summer2014 Tier3 Set3,,,,,,
,33,Summer2014 Tier3 Set4,,,,,,
,34,Summer2014 Tier3 Set5,,,,,,
,35,Summer2014 Tier4 Set1,,,,,,
,36,Summer2014 Tier4 Set2,,,,,,
,37,Summer2014 Tier4 Set3,,,,,,
,38,Summer2014 Tier4 Set4,,,,,,
,39,Summer2014 Tier4 Set5,,,,,,
,40,Summer2014 Tier1 Set6,,,,,,
,41,Summer2014 Tier1 Set7,,,,,,
,42,Summer2014 Tier1 Set8,,,,,,
,43,Summer2014 Tier2 Set6,,,,,,
,44,Summer2014 Tier2 Set7,,,,,,
,45,Summer2014 Tier2 Set8,,,,,,
,46,Summer2014 Tier3 Set6,,,,,,
,47,Summer2014 Tier3 Set7,,,,,,
,48,Summer2014 Tier3 Set8,,,,,,
,49,Summer2014 Tier4 Set6,,,,,,
,50,Summer2014 Tier4 Set7,,,,,,
,51,Summer2014 Tier4 Set8,,,,,,
,52,Winter2014 Lux Set Low,,,,,,
,53,Winter2014 Lux Set High,,,,,,
,54,Exalted Dragonlord Warrior,,,,,,
,55,Exalted Dragonlord Druid,,,,,,
,56,Exalted Dragonlord Ranger,,,,,,
,57,Exalted Dragonlord Mage,,,,,,
,58,Exalted Dragonlord Rogue,,,,,,
,59,Doch Gul Warrior,,,,,,
,60,Doch Gul Druid,,,,,,
,61,Doch Gul Ranger,,,,,,
,62,Doch Gul Mage,,,,,,
,63,Doch Gul Rogue,,,,,,
,64,Winter2015 Lux Set Low,,,,,,
,65,Winter2015 Lux Set Mid,,,,,,
,66,Winter2015 Lux Set High,,,,,,
,67,Test Pet Set,,,,,,
,,,,,,,,
,,,,,,,,
pvp_ratings,0,Pathetic,,,,,,
,1,Feeble,,,,,,
,2,Wimpish,,,,,,
,3,Weak,,,,,,
,4,Average,,,,,,
,5,Competent,,,,,,
,6,Skillful,,,,,,
,7,Powerful,,,,,,
,8,Formidable,,,,,,
,9,Mighty,,,,,,
,10,Deadly,,,,,,
,11,Devastating,,,,,,
,12,Invincible,,,,,,
,,,,,,,,
,,,,,,,,
race,1,Highlander,,,,,,
,2,Firbolg,,,,,,
,3,Boggan,,,,,,
,,,,,,,,
,,,,,,,,
shop,3,DO NOT USE Ancient Shop 2,,,,,0,3
,5,DO NOT USE Tier 4 Quality 1 Shop All,,,,,0,5
,9,DO NOT USE Tier 3 Normal Shop All,,,,,0,9
,93,DO NOT USE Blacksmith All,,,,,0,93
,99,COMBAT TEST TRADER,,,,,0,99
,65542,Ancient Shop 1,,,,,1,6
,131165,Armourer All,,,,,2,93
,196701,Luxury Items 1 Offhand Weapons,,,,,3,93
,262237,Armourer Redclaw All,,,,,4,93
,327682,DO NOT USE Blacksmith,,,,,5,2
,327773,Warrior Book Shop Level 1,,,,,5,93
,393218,DO NOT USE Armourer,,,,,6,2
,393309,Druid Book Shop Level 1,,,,,6,93
,458754,DO NOT USE Bandage Wounds Shop,,,,,7,2
,458845,Rogue Book Shop Level 1,,,,,7,93
,524381,Broc Shop,,,,,8,93
,589826,DO NOT USE Cheaty Shop,,,,,9,2
,589917,Eavan Shop,,,,,9,93
,655453,Griss Shop,,,,,10,93
,720989,Adyna Shop,,,,,11,93
,786525,Frang Shop,,,,,12,93
,852061,Ranger Book Shop Level 1,,,,,13,93
,6553600,Stamp Shop,,,,,100,0
,66453513,Male Fashion Shop,,,,,1014,9
,66519049,Female Fashion Shop,,,,,1015,9
,66584669,Rag Shop,,,,,1016,93
,66650114,Shoe Shop Male,,,,,1017,2
,66715650,Shoe Shop Female,,,,,1018,2
,66781188,Goblin Disguise Shop,,,,,1019,4
,66846723,Faerie Costume Shop Female,,,,,1020,3
,66912349,Yellow Carpet Shop,,,,,1021,93
,66977885,Green Carpet Shop,,,,,1022,93
,67043421,Pink Carpet Shop,,,,,1023,93
,67108957,Teal Carpet Shop,,,,,1024,93
,67174493,Blue Carpet Shop,,,,,1025,93
,67240029,Magenta Carpet Shop,,,,,1026,93
,67305565,Red Carpet Shop,,,,,1027,93
,67371101,Black Carpet Shop,,,,,1028,93
,67436547,Faerie Costume Shop Male,,,,,1029,3
,67502173,Mage Book Shop Level 1,,,,,1030,93
,67567709,Warrior Book Shop Level 4,,,,,1031,93
,67633245,Druid Book Shop Level 4,,,,,1032,93
,67698781,Ranger Book Shop Level 4,,,,,1033,93
,67764317,Mage Book Shop Level 4,,,,,1034,93
,67829853,Rogue Book Shop Level 4,,,,,1035,93
,67895389,Warrior Book Shop Level 5,,,,,1036,93
,67960925,Druid Book Shop Level 5,,,,,1037,93
,68026461,Ranger Book Shop Level 5,,,,,1038,93
,68091997,Mage Book Shop Level 5,,,,,1039,93
,68157533,Rogue Book Shop Level 5,,,,,1040,93
,68223069,Warrior Book Shop Level 10,,,,,1041,93
,68288605,Druid Book Shop Level 10,,,,,1042,93
,68354141,Ranger Book Shop Level 10,,,,,1043,93
,68419677,Mage Book Shop Level 10,,,,,1044,93
,68485213,Rogue Book Shop Level 10,,,,,1045,93
,68550749,Warrior Book Shop Level 13,,,,,1046,93
,68616285,Druid Book Shop Level 13,,,,,1047,93
,68681821,Ranger Book Shop Level 13,,,,,1048,93
,68747357,Mage Book Shop Level 13,,,,,1049,93
,68812893,Rogue Book Shop Level 13,,,,,1050,93
,68878429,Warrior Book Shop Level 15,,,,,1051,93
,68943965,Druid Book Shop Level 15,,,,,1052,93
,69009501,Ranger Book Shop Level 15,,,,,1053,93
,69075037,Mage Book Shop Level 15,,,,,1054,93
,69140573,Rogue Book Shop Level 15,,,,,1055,93
,69206109,Warrior Book Shop Level 15,,,,,1056,93
