TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment
,51515,Red Blazing Phoenix Crest,,ไอเทม,,
,51516,Blue Blazing Phoenix Crest,,ไอเทม,,
,51517,Green Blazing Phoenix Crest,,ไอเทม,,
,51518,Yellow Blazing Phoenix Crest,,ไอเทม,,
,51519,Orange Blazing Phoenix Crest,,ไอเทม,,
,51520,Pink Blazing Phoenix Crest,,ไอเทม,,
,51521,Purple Blazing Phoenix Crest,,ไอเทม,,
,51522,Turquoise Blazing Phoenix Crest,,ไอเทม,,
,51523,Offering to Danu,,ไอเทม,,
,51524,Offering to Danu,,ไอเทม,,
,51525,Offering to Danu,,ไอเทม,,
,51526,Toxic Toadstool,,ไอเทม,,
,51527,Tithestone,,ไอเทม,,
,51528,Hammer of the Exile,,ไอเทม,,
,51529,Dagger of the Exile,,ไอเทม,,
,51530,Bow of the Exile,,ไอเทม,,
,51531,Totem of the Exile,,ไอเทม,,
,51532,Wand of the Exile,,ไอเทม,,
,51533,Hammer of the Lizard King,,ไอเทม,,
,51534,Dagger of the Lizard King,,ไอเทม,,
,51535,Bow of the Lizard King,,ไอเทม,,
,51536,Totem of the Lizard King,,ไอเทม,,
,51537,Wand of the Lizard King,,ไอเทม,,
,51538,Hammer of the Undefeated,,ไอเทม,,
,51539,Dagger of the Undefeated,,ไอเทม,,
,51540,Bow of the Undefeated,,ไอเทม,,
,51541,Totem of the Undefeated,,ไอเทม,,
,51542,Wand of the Undefeated,,ไอเทม,,
,51543,Hammer of the Despoiler,,ไอเทม,,
,51544,Dagger of the Despoiler,,ไอเทม,,
,51545,Bow of the Despoiler,,ไอเทม,,
,51546,Totem of the Despoiler,,ไอเทม,,
,51547,Wand of the Despoiler,,ไอเทม,,
,51548,Burnished Firestorm Rod,,ไอเทม,,
,51549,Radiant Burnished Firestorm Rod,,ไอเทม,,
,51550,Burnished Phoenix Glider,,ไอเทม,,
,51551,DO NOT USE,,ไอเทม,,
,51552,Tor Caith Faerie Charm,,ไอเทม,,
,51553,Radiant Tor Caith Faerie Charm,,ไอเทม,,
,51554,Legendary Phoenix Glider,,ไอเทม,,
,51555,Mythic Phoenix Glider,,ไอเทม,,
,51556,Fabled Phoenix Glider,,ไอเทม,,
,51557,Elder Phoenix Glider,,ไอเทม,,
,51558,Ancient Phoenix Glider,,ไอเทม,,
,51559,Primal Phoenix Glider,,ไอเทม,,
,51560,Black Firestorm Rod,,ไอเทม,,
,51561,White Firestorm Rod,,ไอเทม,,
,51562,Red Firestorm Rod,,ไอเทม,,
,51563,Blue Firestorm Rod,,ไอเทม,,
,51564,Green Firestorm Rod,,ไอเทม,,
,51565,Yellow Firestorm Rod,,ไอเทม,,
,51566,Orange Firestorm Rod,,ไอเทม,,
,51567,Pink Firestorm Rod,,ไอเทม,,
,51568,Purple Firestorm Rod,,ไอเทม,,
,51569,Turquoise Firestorm Rod,,ไอเทม,,
,51570,Knuckle Bone,,ไอเทม,,
,51571,Burnished Phoenix Crest,,ไอเทม,,
,51572,Burnished Blazing Phoenix Crest,,ไอเทม,,
,51573,Shimmering Chest,,ไอเทม,,
,51574,Amber Tor Caith Faerie Charm,,ไอเทม,,
,51575,Azure Tor Caith Faerie Charm,,ไอเทม,,
,51576,Heroic Elixir of Defence,,ไอเทม,,
,51577,Heroic Elixir of Attack,,ไอเทม,,
,51578,Heroic Elixir of Armour,,ไอเทม,,
,51579,5 Heroic Defence Elixirs,,ไอเทม,,
,51580,5 Heroic Attack Elixirs,,ไอเทม,,
,51581,5 Heroic Armour Elixirs,,ไอเทม,,
,51582,Shaman's Phoenix Glider,,ไอเทม,,
,51583,Ruby Tor Caith Faerie Charm,,ไอเทม,,
,51584,Cerulean Tor Caith Faerie Charm,,ไอเทม,,
,51585,Weathered Shamanic Bones,,ไอเทม,,
,51586,Hallowed Shamanic Bones,,ไอเทม,,
,51587,Revered Shamanic Bones,,ไอเทม,,
,51588,Weathered Mystic Bones,,ไอเทม,,
,51589,Hallowed Mystic Bones,,ไอเทม,,
,51590,Revered Mystic Bones,,ไอเทม,,
,51591,Weathered Sorcerous Bones,,ไอเทม,,
,51592,Hallowed Sorcerous Bones,,ไอเทม,,
,51593,Revered Sorcerous Bones,,ไอเทม,,
,51594,Weathered Runic Bones,,ไอเทม,,
,51595,Hallowed Runic Bones,,ไอเทม,,
,51596,Revered Runic Bones,,ไอเทม,,
,51597,Infected Cure Test Skill Item,,ไอเทม,,
,51598,smoke Mask TEST,,ไอเทม,,
,51599,Dragon Fire Mask TEST,,ไอเทม,,
,51600,Explosion Mask TEST,,ไอเทม,,
,51601,Fireball Beam Mask TEST,,ไอเทม,,
,51602,Fireball Charge Mask TEST,,ไอเทม,,
,51603,Glow Mask TEST,,ไอเทม,,
,51604,Weapon Fire Mask TEST,,ไอเทม,,
,51605,Weapon Ice Mask TEST,,ไอเทม,,
,51606,Weapon Magic Mask TEST,,ไอเทม,,
,51607,wand glow Mask TEST,,ไอเทม,,
,51608,spell ring Mask TEST,,ไอเทม,,
,51609,lightning_hit Mask TEST,,ไอเทม,,
,51610,lightning_cast Mask TEST,,ไอเทม,,
,51611,ice shards hit Mask TEST,,ไอเทม,,
,51612,Torch Light Mask TEST,,ไอเทม,,
,51613,lightning_projectile Mask TEST,,ไอเทม,,
,51614,general casting Mask TEST,,ไอเทม,,
,51615,smoke bomb Mask TEST,,ไอเทม,,
,51616,Ignite Mask TEST,,ไอเทม,,
,51617,Iceball Mask TEST,,ไอเทม,,
,51618,leystone glow Mask TEST,,ไอเทม,,
,51619,boss glow Mask TEST,,ไอเทม,,
,51620,wand projectile Mask TEST,,ไอเทม,,
,51621,Frozen Meteoric Sword Mask TEST,,ไอเทม,,
,51622,Frozen Meteoric Bow Mask TEST,,ไอเทม,,
,51623,Frozen Meteoric Dagger Mask TEST,,ไอเทม,,
,51624,Frozen Meteoric Wand Mask TEST,,ไอเทม,,
,51625,Frozen Meteoric Totem Mask TEST,,ไอเทม,,
,51626,blue glow Mask TEST,,ไอเทม,,
,51627,white glow Mask TEST,,ไอเทม,,
,51628,Weapon Poison Mask TEST,,ไอเทม,,
,51629,Carpet attack particle Mask TEST,,ไอเทม,,
,51630,Faerie Sparkle Mask TEST,,ไอเทม,,
,51631,Faerie Glow Mask TEST,,ไอเทม,,
,51632,boss glow purple Mask TEST,,ไอเทม,,
,51633,boss glow black Mask TEST,,ไอเทม,,
,51634,Cloud Mask TEST,,ไอเทม,,
,51635,lightning_cloud Mask TEST,,ไอเทม,,
,51636,cloud_projectile Mask TEST,,ไอเทม,,
,51637,Fireball Arrow Mask TEST,,ไอเทม,,
,51638,Dark Fireball Mask TEST,,ไอเทม,,
,51639,Dark Explosion Mask TEST,,ไอเทม,,
,51640,Red Glow Mask TEST,,ไอเทม,,
,51641,Orange Glow Mask TEST,,ไอเทม,,
,51642,Red Sparkle Mask TEST,,ไอเทม,,
,51643,Orange Sparkle Mask TEST,,ไอเทม,,
,51644,Weapon Orange Mask TEST,,ไอเทม,,
,51645,Ice Blast Mask TEST,,ไอเทม,,
,51646,Frost Cloud Mask TEST,,ไอเทม,,
,51647,Dark Fireball Charge Mask TEST,,ไอเทม,,
,51648,Music Notes Mask TEST,,ไอเทม,,
,51649,Serpentstaff Fire Mask TEST,,ไอเทม,,
,51650,Healing Energy Mask TEST,,ไอเทม,,
,51651,Pummel Effect Mask TEST,,ไอเทม,,
,51652,Energy Sphere Mask TEST,,ไอเทม,,
,51653,Howling Wind Mask TEST,,ไอเทม,,
,51654,Howling Wind Hit Mask TEST,,ไอเทม,,
,51655,Combat Splashes Mask TEST,,ไอเทม,,
,51656,Vines Mask TEST,,ไอเทม,,
,51657,Torch Light World Mask TEST,,ไอเทม,,
,51658,Protective Energy Mask TEST,,ไอเทม,,
,51659,Poison Puff Mask TEST,,ไอเทม,,
,51660,Buzzing Flies Mask TEST,,ไอเทม,,
,51661,Level Up Mask TEST,,ไอเทม,,
,51662,Cloud of Bats Mask TEST,,ไอเทม,,
,51663,Swarm of Bats Mask TEST,,ไอเทม,,
,51664,Weapon Blue Mask TEST,,ไอเทม,,
,51665,Green Glow Mask TEST,,ไอเทม,,
,51666,Snow Storm Mask TEST,,ไอเทม,,
,51667,Ice Breath Mask TEST,,ไอเทม,,
,51668,Staff Ice Breath Mask TEST,,ไอเทม,,
,51669,Freezing Cloud Mask TEST,,ไอเทม,,
,51670,Firework Mask TEST,,ไอเทม,,
,51671,Wisp Mask TEST,,ไอเทม,,
,51672,Wisp Core Mask TEST,,ไอเทม,,
,51673,Wisp Red Mask TEST,,ไอเทม,,
,51674,Wisp Blue Mask TEST,,ไอเทม,,
,51675,Wisp Green Mask TEST,,ไอเทม,,
,51676,Wisp Yellow Mask TEST,,ไอเทม,,
,51677,Ghostly Glow Mask TEST,,ไอเทม,,
,51678,Radiant Light Mask TEST,,ไอเทม,,
,51679,Phoenix Fire Mask TEST,,ไอเทม,,
,51680,Phoenix Ring Mask TEST,,ไอเทม,,
,51681,Dragonfire Fists,,ไอเทม,,
,51682,Scorpion Stinger,,ไอเทม,,
,51683,First Tablet of Fingal,,ไอเทม,,
,51684,Second Tablet of Fingal,,ไอเทม,,
,51685,Third Tablet of Fingal,,ไอเทม,,
,51686,Fourth Tablet of Fingal,,ไอเทม,,
,51687,Fifth Tablet of Fingal,,ไอเทม,,
,51688,Sixth Tablet of Fingal,,ไอเทม,,
,51689,Spider Fang,,ไอเทม,,
,51690,Shovel,,ไอเทม,,
,51691,Tablet Fragment 1,,ไอเทม,,
,51692,Tablet Fragment 2,,ไอเทม,,
,51693,Tablet Fragment 3,,ไอเทม,,
,51694,Tablet Fragment 4,,ไอเทม,,
,51695,Fire Crystal,,ไอเทม,,
,51696,Sharp Scale,,ไอเทม,,
,51697,Greater Warbeast Egg,,ไอเทม,,
,51698,Mottled Scale,,ไอเทม,,
,51699,Oath Gem,,ไอเทม,,
,51700,Miners Supplies,,ไอเทม,,
,51701,Bat Fur Sample,,ไอเทม,,
,51702,Bat Claw Sample,,ไอเทม,,
,51703,Bat Fang Sample,,ไอเทม,,
,51704,Bat Wing Sample,,ไอเทม,,
,51705,Shaman's Phoenix Crest,,ไอเทม,,
,52000,White Wayfarer's Headdress,,ไอเทม,,
,52001,Black Wayfarer's Headdress,,ไอเทม,,
,52002,Red Wayfarer's Headdress,,ไอเทม,,
,52003,Blue Wayfarer's Headdress,,ไอเทม,,
,52004,Green Wayfarer's Headdress,,ไอเทม,,
,52005,Yellow Wayfarer's Headdress,,ไอเทม,,
,52006,Orange Wayfarer's Headdress,,ไอเทม,,
,52007,Pink Wayfarer's Headdress,,ไอเทม,,
,52008,Purple Wayfarer's Headdress,,ไอเทม,,
,52009,Turquoise Wayfarer's Headdress,,ไอเทม,,
,52010,White Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52011,Black Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52012,Red Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52013,Blue Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52014,Green Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52015,Yellow Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52016,Orange Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52017,Pink Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52018,Purple Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52019,Turquoise Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52020,Wayfarer's Headdress,,ไอเทม,,
,52021,Ensorcelled Wayfarer's Headdress,,ไอเทม,,
,52022,White Spidersilk Boots,,ไอเทม,,
,52023,Black Spidersilk Boots,,ไอเทม,,
,52024,Red Spidersilk Boots,,ไอเทม,,
,52025,Blue Spidersilk Boots,,ไอเทม,,
,52026,Green Spidersilk Boots,,ไอเทม,,
,52027,Yellow Spidersilk Boots,,ไอเทม,,
,52028,Orange Spidersilk Boots,,ไอเทม,,
,52029,Pink Spidersilk Boots,,ไอเทม,,
,52030,Purple Spidersilk Boots,,ไอเทม,,
,52031,White Spidersilk Gloves,,ไอเทม,,
,52032,Black Spidersilk Gloves,,ไอเทม,,
,52033,Red Spidersilk Gloves,,ไอเทม,,
,52034,Blue Spidersilk Gloves,,ไอเทม,,
,52035,Green Spidersilk Gloves,,ไอเทม,,
,52036,Yellow Spidersilk Gloves,,ไอเทม,,
,52037,Orange Spidersilk Gloves,,ไอเทม,,
,52038,Pink Spidersilk Gloves,,ไอเทม,,
,52039,Purple Spidersilk Gloves,,ไอเทม,,
,52040,White Spidersilk Leggings,,ไอเทม,,
,52041,Black Spidersilk Leggings,,ไอเทม,,
,52042,Red Spidersilk Leggings,,ไอเทม,,
,52043,Blue Spidersilk Leggings,,ไอเทม,,
,52044,Green Spidersilk Leggings,,ไอเทม,,
,52045,Yellow Spidersilk Leggings,,ไอเทม,,
,52046,Orange Spidersilk Leggings,,ไอเทม,,
,52047,Pink Spidersilk Leggings,,ไอเทม,,
,52048,Purple Spidersilk Leggings,,ไอเทม,,
,52049,White Spidersilk Top,,ไอเทม,,
,52050,Black Spidersilk Top,,ไอเทม,,
,52051,Red Spidersilk Top,,ไอเทม,,
,52052,Blue Spidersilk Top,,ไอเทม,,
,52053,Green Spidersilk Top,,ไอเทม,,
,52054,Yellow Spidersilk Top,,ไอเทม,,
,52055,Orange Spidersilk Top,,ไอเทม,,
,52056,Pink Spidersilk Top,,ไอเทม,,
,52057,Purple Spidersilk Top,,ไอเทม,,
,52058,Turquoise Spidersilk Boots,,ไอเทม,,
,52059,Turquoise Spidersilk Gloves,,ไอเทม,,
,52060,Turquoise Spidersilk Leggings,,ไอเทม,,
,52061,Turquoise Spidersilk Top,,ไอเทม,,
,52062,White Spidersilk Headdress,,ไอเทม,,
,52063,Black Spidersilk Headdress,,ไอเทม,,
,52064,Red Spidersilk Headdress,,ไอเทม,,
,52065,Blue Spidersilk Headdress,,ไอเทม,,
,52066,Green Spidersilk Headdress,,ไอเทม,,
,52067,Yellow Spidersilk Headdress,,ไอเทม,,
,52068,Orange Spidersilk Headdress,,ไอเทม,,
,52069,Pink Spidersilk Headdress,,ไอเทม,,
,52070,Purple Spidersilk Headdress,,ไอเทม,,
,52071,Turquoise Spidersilk Headdress,,ไอเทม,,
,52072,Ensorcelled White Spidersilk Boots,,ไอเทม,,
,52073,Ensorcelled Black Spidersilk Boots,,ไอเทม,,
,52074,Ensorcelled Red Spidersilk Boots,,ไอเทม,,
,52075,Ensorcelled Blue Spidersilk Boots,,ไอเทม,,
,52076,Ensorcelled Green Spidersilk Boots,,ไอเทม,,
,52077,Ensorcelled Yellow Spidersilk Boots,,ไอเทม,,
,52078,Ensorcelled Orange Spidersilk Boots,,ไอเทม,,
,52079,Ensorcelled Pink Spidersilk Boots,,ไอเทม,,
,52080,Ensorcelled Purple Spidersilk Boots,,ไอเทม,,
,52081,Ensorcelled White Spidersilk Gloves,,ไอเทม,,
,52082,Ensorcelled Black Spidersilk Gloves,,ไอเทม,,
,52083,Ensorcelled Red Spidersilk Gloves,,ไอเทม,,
,52084,Ensorcelled Blue Spidersilk Gloves,,ไอเทม,,
,52085,Ensorcelled Green Spidersilk Gloves,,ไอเทม,,
,52086,Ensorcelled Yellow Spidersilk Gloves,,ไอเทม,,
,52087,Ensorcelled Orange Spidersilk Gloves,,ไอเทม,,
,52088,Ensorcelled Pink Spidersilk Gloves,,ไอเทม,,
,52089,Ensorcelled Purple Spidersilk Gloves,,ไอเทม,,
,52090,Ensorcelled White Spidersilk Leggings,,ไอเทม,,
,52091,Ensorcelled Black Spidersilk Leggings,,ไอเทม,,
,52092,Ensorcelled Red Spidersilk Leggings,,ไอเทม,,
,52093,Ensorcelled Blue Spidersilk Leggings,,ไอเทม,,
,52094,Ensorcelled Green Spidersilk Leggings,,ไอเทม,,
,52095,Ensorcelled Yellow Spidersilk Leggings,,ไอเทม,,
,52096,Ensorcelled Orange Spidersilk Leggings,,ไอเทม,,
,52097,Ensorcelled Pink Spidersilk Leggings,,ไอเทม,,
,52098,Ensorcelled Purple Spidersilk Leggings,,ไอเทม,,
,52099,Ensorcelled White Spidersilk Top,,ไอเทม,,
,52100,Ensorcelled Black Spidersilk Top,,ไอเทม,,
,52101,Ensorcelled Red Spidersilk Top,,ไอเทม,,
,52102,Ensorcelled Blue Spidersilk Top,,ไอเทม,,
,52103,Ensorcelled Green Spidersilk Top,,ไอเทม,,
,52104,Ensorcelled Yellow Spidersilk Top,,ไอเทม,,
,52105,Ensorcelled Orange Spidersilk Top,,ไอเทม,,
,52106,Ensorcelled Pink Spidersilk Top,,ไอเทม,,
,52107,Ensorcelled Purple Spidersilk Top,,ไอเทม,,
,52108,Ensorcelled Turquoise Spidersilk Boots,,ไอเทม,,
,52109,Ensorcelled Turquoise Spidersilk Gloves,,ไอเทม,,
,52110,Ensorcelled Turquoise Spidersilk Leggings,,ไอเทม,,
,52111,Ensorcelled Turquoise Spidersilk Top,,ไอเทม,,
,52112,Ensorcelled White Spidersilk Headdress,,ไอเทม,,
,52113,Ensorcelled Black Spidersilk Headdress,,ไอเทม,,
,52114,Ensorcelled Red Spidersilk Headdress,,ไอเทม,,
,52115,Ensorcelled Blue Spidersilk Headdress,,ไอเทม,,
,52116,Ensorcelled Green Spidersilk Headdress,,ไอเทม,,
,52117,Ensorcelled Yellow Spidersilk Headdress,,ไอเทม,,
,52118,Ensorcelled Orange Spidersilk Headdress,,ไอเทม,,
,52119,Ensorcelled Pink Spidersilk Headdress,,ไอเทม,,
,52120,Ensorcelled Purple Spidersilk Headdress,,ไอเทม,,
,52121,Ensorcelled Turquoise Spidersilk Headdress,,ไอเทม,,
,52122,Pyre Balm,,ไอเทม,,
,52123,Rime Balm,,ไอเทม,,
,52124,Acid Balm,,ไอเทม,,
,52125,Shrouded Flute of Spiders,,ไอเทม,,
,52126,Dusklight Flute of Spiders,,ไอเทม,,
,52127,Nightfall Flute of Spiders,,ไอเทม,,
,52128,Twilight Flute of Spiders,,ไอเทม,,
,52129,Midnight Flute of Spiders,,ไอเทม,,
,52130,Shrouded Lute of Spiders,,ไอเทม,,
,52131,Dusklight Lute of Spiders,,ไอเทม,,
,52132,Nightfall Lute of Spiders,,ไอเทม,,
,52133,Twilight Lute of Spiders,,ไอเทม,,
,52134,Midnight Lute of Spiders,,ไอเทม,,
,52135,Shrouded Harp of Spiders,,ไอเทม,,
,52136,Dusklight Harp of Spiders,,ไอเทม,,
,52137,Nightfall Harp of Spiders,,ไอเทม,,
,52138,Twilight Harp of Spiders,,ไอเทม,,
,52139,Midnight Harp of Spiders,,ไอเทม,,
,52140,Shrouded Horn of Spiders,,ไอเทม,,
,52141,Dusklight Horn of Spiders,,ไอเทม,,
,52142,Nightfall Horn of Spiders,,ไอเทม,,
,52143,Twilight Horn of Spiders,,ไอเทม,,
,52144,Midnight Horn of Spiders,,ไอเทม,,
,52145,Spidersong Flute,,ไอเทม,,
,52146,Spidersong Lute,,ไอเทม,,
,52147,Spidersong Harp,,ไอเทม,,
,52148,Spidersong Warhorn,,ไอเทม,,
,52149,Green Witch Mask,,ไอเทม,,
,52150,Green Wolf Mask,,ไอเทม,,
,52151,Green Skull Mask,,ไอเทม,,
,52152,Red Witch Mask,,ไอเทม,,
,52153,Red Wolf Mask,,ไอเทม,,
,52154,Red Skull Mask,,ไอเทม,,
,52155,Purple Witch Mask,,ไอเทม,,
,52156,Purple Wolf Mask,,ไอเทม,,
,52157,Purple Skull Mask,,ไอเทม,,
,52158,Black Witch Mask,,ไอเทม,,
,52159,Black Wolf Mask,,ไอเทม,,
,52160,Black Skull Mask,,ไอเทม,,
,52161,White Witch Mask,,ไอเทม,,
,52162,White Wolf Mask,,ไอเทม,,
,52163,White Skull Mask,,ไอเทม,,
,52164,Ensorcelled Green Witch Mask,,ไอเทม,,
,52165,Ensorcelled Green Wolf Mask,,ไอเทม,,
,52166,Ensorcelled Green Skull Mask,,ไอเทม,,
,52167,Ensorcelled Red Witch Mask,,ไอเทม,,
,52168,Ensorcelled Red Wolf Mask,,ไอเทม,,
,52169,Ensorcelled Red Skull Mask,,ไอเทม,,
,52170,Ensorcelled Purple Witch Mask,,ไอเทม,,
,52171,Ensorcelled Purple Wolf Mask,,ไอเทม,,
,52172,Ensorcelled Purple Skull Mask,,ไอเทม,,
,52173,Ensorcelled Black Witch Mask,,ไอเทม,,
,52174,Ensorcelled Black Wolf Mask,,ไอเทม,,
,52175,Ensorcelled Black Skull Mask,,ไอเทม,,
,52176,Ensorcelled White Witch Mask,,ไอเทม,,
,52177,Ensorcelled White Wolf Mask,,ไอเทม,,
,52178,Ensorcelled White Skull Mask,,ไอเทม,,
,52179,Spectral Green Witch Mask,,ไอเทม,,
,52180,Spectral Green Wolf Mask,,ไอเทม,,
,52181,Spectral Green Skull Mask,,ไอเทม,,
,52182,Spectral Red Witch Mask,,ไอเทม,,
,52183,Spectral Red Wolf Mask,,ไอเทม,,
,52184,Spectral Red Skull Mask,,ไอเทม,,
,52185,Spectral Purple Witch Mask,,ไอเทม,,
,52186,Spectral Purple Wolf Mask,,ไอเทม,,
,52187,Spectral Purple Skull Mask,,ไอเทม,,
,52188,Spectral Black Witch Mask,,ไอเทม,,
,52189,Spectral Black Wolf Mask,,ไอเทม,,
,52190,Spectral Black Skull Mask,,ไอเทม,,
,52191,Spectral White Witch Mask,,ไอเทม,,
,52192,Spectral White Wolf Mask,,ไอเทม,,
,52193,Spectral White Skull Mask,,ไอเทม,,
,52194,Ghostly Green Witch Mask,,ไอเทม,,
,52195,Ghostly Green Wolf Mask,,ไอเทม,,
,52196,Ghostly Green Skull Mask,,ไอเทม,,
,52197,Ghostly Red Witch Mask,,ไอเทม,,
,52198,Ghostly Red Wolf Mask,,ไอเทม,,
,52199,Ghostly Red Skull Mask,,ไอเทม,,
,52200,Ghostly Purple Witch Mask,,ไอเทม,,
,52201,Ghostly Purple Wolf Mask,,ไอเทม,,
,52202,Ghostly Purple Skull Mask,,ไอเทม,,
,52203,Ghostly Black Witch Mask,,ไอเทม,,
,52204,Ghostly Black Wolf Mask,,ไอเทม,,
,52205,Ghostly Black Skull Mask,,ไอเทม,,
,52206,Ghostly White Witch Mask,,ไอเทม,,
,52207,Ghostly White Wolf Mask,,ไอเทม,,
,52208,Ghostly White Skull Mask,,ไอเทม,,
,52209,Flaming Green Witch Mask,,ไอเทม,,
,52210,Flaming Green Wolf Mask,,ไอเทม,,
,52211,Flaming Green Skull Mask,,ไอเทม,,
,52212,Flaming Red Witch Mask,,ไอเทม,,
,52213,Flaming Red Wolf Mask,,ไอเทม,,
,52214,Flaming Red Skull Mask,,ไอเทม,,
,52215,Flaming Purple Witch Mask,,ไอเทม,,
,52216,Flaming Purple Wolf Mask,,ไอเทม,,
,52217,Flaming Purple Skull Mask,,ไอเทม,,
,52218,Flaming Black Witch Mask,,ไอเทม,,
,52219,Flaming Black Wolf Mask,,ไอเทม,,
,52220,Flaming Black Skull Mask,,ไอเทม,,
,52221,Flaming White Witch Mask,,ไอเทม,,
,52222,Flaming White Wolf Mask,,ไอเทม,,
,52223,Flaming White Skull Mask,,ไอเทม,,
,52224,Minor Pumpkin Bomb,,ไอเทม,,
,52225,Mighty Pumpkin Bomb,,ไอเทม,,
,52226,Majestic Pumpkin Bomb,,ไอเทม,,
,52227,Royal Pumpkin Bomb,,ไอเทม,,
,52228,Imperial Pumpkin Bomb,,ไอเทม,,
,52229,Lesser Pumpkin Bomb,,ไอเทม,,
,52230,Mystic Pumpkin Bomb,,ไอเทม,,
,52231,Greater Pumpkin Bomb,,ไอเทม,,
,52232,Grand Pumpkin Bomb,,ไอเทม,,
,52233,Minor Flameburst Pumpkin Bomb,,ไอเทม,,
,52234,Mighty Flameburst Pumpkin Bomb,,ไอเทม,,
,52235,Majestic Flameburst Pumpkin Bomb,,ไอเทม,,
,52236,Royal Flameburst Pumpkin Bomb,,ไอเทม,,
,52237,Imperial Flameburst Pumpkin Bomb,,ไอเทม,,
,52238,Lesser Flameburst Pumpkin Bomb,,ไอเทม,,
,52239,Mystic Flameburst Pumpkin Bomb,,ไอเทม,,
,52240,Greater Flameburst Pumpkin Bomb,,ไอเทม,,
,52241,Grand Flameburst Pumpkin Bomb,,ไอเทม,,
,52242,Spider Silk,,ไอเทม,,
,52243,Cherished Karpati Nightflyer,,ไอเทม,,
,52244,Prized Karpati Nightflyer,,ไอเทม,,
,52245,Treasured Karpati Nightflyer,,ไอเทม,,
,52246,Revered Karpati Nightflyer,,ไอเทม,,
,52247,Hallowed Karpati Nightflyer,,ไอเทม,,
,52248,Idolised Karpati Nightflyer,,ไอเทม,,
,52249,Exalted Karpati Nightflyer,,ไอเทม,,
,52250,Ancient Nightflyer,,ไอเทม,,
,52251,Fabled Nightwing,,ไอเทม,,
,52252,Primal Nightwing,,ไอเทม,,
,52253,Legendary Nightwing,,ไอเทม,,
,52254,Mythic Nightwing,,ไอเทม,,
,52255,Samhain Nightflyer,,ไอเทม,,
,52256,Greater Samhain Nightflyer,,ไอเทม,,
,52257,Grand Samhain Nightflyer,,ไอเทม,,
,52258,Elder Relic Nightflyer,,ไอเทม,,
,52259,Arachnid Mystery Chest,,ไอเทม,,
,52260,Icon of Danu,,ไอเทม,,
,52261,Minor Silverweb Ring of Fire Bolt,,ไอเทม,,
,52262,Minor Silverweb Ring of Ice Shards,,ไอเทม,,
,52263,Minor Silverweb Ring of Lightning Strike,,ไอเทม,,
,52264,Minor Silverweb Ring of Natures Touch,,ไอเทม,,
,52265,Minor Silverweb Ring of Pummel,,ไอเทม,,
,52266,Minor Silverweb Ring of Quick Strike,,ไอเทม,,
,52267,Minor Silverweb Ring of Longshot,,ไอเทม,,
,52268,Lesser Silverweb Ring of Fire Bolt,,ไอเทม,,
,52269,Lesser Silverweb Ring of Ice Shards,,ไอเทม,,
,52270,Lesser Silverweb Ring of Lightning Strike,,ไอเทม,,
,52271,Lesser Silverweb Ring of Natures Touch,,ไอเทม,,
,52272,Lesser Silverweb Ring of Pummel,,ไอเทม,,
,52273,Lesser Silverweb Ring of Quick Strike,,ไอเทม,,
,52274,Lesser Silverweb Ring of Longshot,,ไอเทม,,
,52275,Mystic Silverweb Ring of Fire Bolt,,ไอเทม,,
,52276,Mystic Silverweb Ring of Ice Shards,,ไอเทม,,
,52277,Mystic Silverweb Ring of Lightning Strike,,ไอเทม,,
,52278,Mystic Silverweb Ring of Natures Touch,,ไอเทม,,
,52279,Mystic Silverweb Ring of Pummel,,ไอเทม,,
,52280,Mystic Silverweb Ring of Quick Strike,,ไอเทม,,
,52281,Mystic Silverweb Ring of Longshot,,ไอเทม,,
,52282,Greater Silverweb Ring of Fire Bolt,,ไอเทม,,
,52283,Greater Silverweb Ring of Ice Shards,,ไอเทม,,
,52284,Greater Silverweb Ring of Lightning Strike,,ไอเทม,,
,52285,Greater Silverweb Ring of Natures Touch,,ไอเทม,,
,52286,Greater Silverweb Ring of Pummel,,ไอเทม,,
,52287,Greater Silverweb Ring of Quick Strike,,ไอเทม,,
,52288,Greater Silverweb Ring of Longshot,,ไอเทม,,
,52289,Grand Silverweb Ring of Fire Bolt,,ไอเทม,,
,52290,Grand Silverweb Ring of Ice Shards,,ไอเทม,,
,52291,Grand Silverweb Ring of Lightning Strike,,ไอเทม,,
,52292,Grand Silverweb Ring of Natures Touch,,ไอเทม,,
,52293,Grand Silverweb Ring of Pummel,,ไอเทม,,
,52294,Grand Silverweb Ring of Quick Strike,,ไอเทม,,
,52295,Grand Silverweb Ring of Longshot,,ไอเทม,,
,52296,Mighty Silverweb Ring of Fire Bolt,,ไอเทม,,
,52297,Mighty Silverweb Ring of Ice Shards,,ไอเทม,,
,52298,Mighty Silverweb Ring of Lightning Strike,,ไอเทม,,
